-1019.9999389648438,0.0,700.0,42.643470785985215,123.03206091565629
-1000.0,0.0,700.0,43.35587317679588,123.97753668170446
-980.0,0.0,700.0,44.0791287381977,124.97171169653484
-960.0,0.0,700.0,44.8124349229632,126.0177551679223
-940.0,0.0,700.0,45.554818429135636,127.11913683196519
-920.0,0.0,700.0,46.30511129436695,128.27943570778862
-900.0,0.0,700.0,47.061981631768994,129.50250402208445
-880.0,0.0,700.0,47.82384142235972,130.79234426570636
-860.0,0.0,700.0,48.58889774148202,132.15319115593968
-840.0,0.0,700.0,49.35507762672279,133.58937503271827
-820.0,0.0,700.0,50.1200383231967,135.10537650013762
-800.0,0.0,700.0,50.88113654769498,136.70574446418496
-779.9999389648438,0.0,700.0,51.63544897925285,138.39500051009085
-760.0,0.0,700.0,52.37968688178495,140.1775432796808
-740.0,0.0,700.0,53.11027123616619,142.0576211506185
-720.0,0.0,700.0,53.82329517419134,144.03903170808252
-699.9999389648438,0.0,700.0,54.51451714838579,146.12508076363113
-680.0,0.0,700.0,55.1794428942757,148.31829548725725
-660.0,0.0,700.0,55.81328444925289,150.62020584133495
-639.9999389648438,0.0,700.0,56.41107626579075,153.0311396749444
-619.9999389648438,0.0,700.0,56.967746928430536,155.54985389365663
-599.9999389648438,0.0,700.0,57.4781430594435,158.17337053499355
-579.9999389648438,0.0,700.0,57.93720690374922,160.89670356086103
-559.9999389648438,0.0,700.0,58.34009244213159,163.71268127263056
-539.9999389648438,0.0,700.0,58.68226784407631,166.61185068849085
-519.9999389648438,0.0,700.0,58.95967597721638,169.58251852458284
-499.99993896484375,0.0,700.0,59.16891882243972,172.6108604780264
-479.99993896484375,0.0,700.0,59.307305285213346,175.6812490760006
-459.99993896484375,0.0,700.0,59.37303561069096,178.77667714747204
-439.99993896484375,0.0,700.0,59.365256025226316,-178.1207331003407
-419.99993896484375,0.0,700.0,59.284041660900286,-175.02912993480444
-399.9999084472656,0.0,700.0,59.13049217816923,-171.9662545449173
-379.9999694824219,0.0,700.0,58.9065780866087,-168.94886821490243
-359.9999694824219,0.0,700.0,58.61516123548093,-165.99224324774397
-339.9998779296875,0.0,700.0,58.25979673824892,-163.10975315383686
-319.99993896484375,0.0,700.0,57.844640765022625,-160.3126677453116
-299.99993896484375,0.0,700.0,57.374293448208036,-157.60992090960252
-279.9998474121094,0.0,700.0,56.85367593910215,-155.0082198924746
-259.9998474121094,0.0,700.0,56.28789721920415,-152.51211359991512
-239.9998779296875,0.0,700.0,55.68204919454026,-150.12419750380863
-219.9998779296875,0.0,700.0,55.04122377113674,-147.84535952874722
-199.99981689453125,0.0,700.0,54.37034893047975,-145.6749712973273
-179.99981689453125,0.0,700.0,53.67415116347493,-143.61129794149963
-159.99990844726562,0.0,700.0,52.957070093082805,-141.6516210459746
-139.99984741210938,0.0,700.0,52.22327554979166,-139.79251185578883
-119.99986267089844,0.0,700.0,51.476619760293374,-138.03004984235875
-99.99993133544922,0.0,700.0,50.72061344182134,-136.35998662802058
-79.99986267089844,0.0,700.0,49.9584599530963,-134.77784160867884
-59.999855041503906,0.0,700.0,49.19303480375882,-133.27909319910293
-39.99986267089844,0.0,700.0,48.42690614493683,-131.859206153684
-19.999874114990234,0.0,700.0,47.662368920191454,-130.51375450983986
